sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
179645,https://sofifa.com/player/179645/simon-kjaer/15/157759,S. Kjær,Simon Thorup Kjær,25,1989-03-26,190,82,Denmark,LOSC Lille,80,81,0,0,CB,Right,2,3,2,Low/Medium,Normal,No,,,RCB,14,,2013-07-08,2017,RCB,3,66,44,62,53,82,78,,,,,,,Dives Into Tackles (CPU AI Only),48,32,81,76+1,37,42,52+18,66+19,70,67+5,62,69+7,48,80+2,58,80,63,70,83,41,81+2,83+1,31,49,46,,81+1,83+2,79,6,10,13,10,15,55+0,55+0,55+0,54+0,56+0,56+0,56+0,54+0,56+0,56+0,56+0,59+0,64+0,64+0,64+0,59+0,71+0,75+0,75+0,75+0,71+0,76+0,80+0,80+0,80+0,76+0
186953,https://sofifa.com/player/186953/onur-kivrak/15/157759,O. Kivrak,Onur Recep Kıvrak,26,1988-01-01,187,74,Turkey,Trabzonspor,80,81,0,0,GK,Right,2,1,1,Medium/Medium,Normal,No,,,GK,1,,2008-01-15,2016,GK,1,,,,,,,80,78,79,86,66,78,,25,25,25,23,25,25,25,25,21,21,67,65,67,81-1,51,21,83,45,67,25,30,22,25,25,22,,25,25,25,80,78,79,78-1,86-3,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,https://sofifa.com/player/1238/francesco-totti/15/157759,F. Totti,Francesco Totti,37,1976-09-27,180,82,Italy,Roma,80,80,0,0,"CF, ST",Right,3,5,3,Medium/Medium,Normal,Yes,,,CF,10,,1993-01-01,2016,,,40,84,87,81,26,68,,,,,,,"Leadership, Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only), One Club Player, Team Player, Chip Shot (CPU AI Only)",83-1,81-1,44-1,90,88-1,80-1,77-1,79-1,87-1,91,48-2,34-6,69,83-1,60,86-1,34,55-3,78,86+1,69-1,24-1,79-1,90,89-1,,25,24-1,25,5-1,12-1,14-1,11-1,11-1,75+1,75+1,75+1,79+1,79+1,79+1,79+1,79+1,84+1,84+1,84+1,79+1,76+1,76+1,76+1,79+1,56+1,64+1,64+1,64+1,56+1,48+1,45+1,45+1,45+1,48+1
4098,https://sofifa.com/player/4098/tiago-cardoso-mendes/15/157759,Tiago,Tiago Cardoso Mendes,33,1981-05-02,183,71,Portugal,Atlético Madrid,80,80,0,0,"CM, CDM",Right,3,3,4,Medium/Medium,Lean,Yes,,,LCM,5,,2011-07-17,2016,,,63,67,78,73,69,77,,,,,,,,61,58,75,84,67,70,78,68,83,84,62,64,59,78,60,79,76,75,76,74,83,77,74,82,57,,53,78,70,6,8,12,8,14,71+1,71+1,71+1,72+1,74+1,74+1,74+1,72+1,76+1,76+1,76+1,74+1,79+1,79+1,79+1,74+1,72+1,78+1,78+1,78+1,72+1,73+1,73+1,73+1,73+1,73+1
6826,https://sofifa.com/player/6826/gareth-barry/15/157759,G. Barry,Gareth Barry,33,1981-02-23,183,79,England,Everton,80,80,0,0,CDM,Left,2,3,2,Medium/High,Normal,Yes,,,LDM,18,,2014-07-08,2017,,,48,68,81,69,80,78,,,,,,,"Injury Free, Avoids Using Weaker Foot, Long Passer (CPU AI Only), Team Player",80,63,74,85,65,67,80,78,81,76,33-12,60,52,81,63+1,77,69,79-1,77,71,80,85,61,74,72-9,,79,80+1,80+3,7,13,9,7,12,68+0,68+0,68+0,69+0,70+0,70+0,70+0,69+0,71+0,71+0,71+0,72+0,77+0,77+0,77+0,72+0,78+0,80+0,80+0,80+0,78+0,79+0,79+0,79+0,79+0,79+0
7631,https://sofifa.com/player/7631/antonio-cassano/15/157759,A. Cassano,Antonio Cassano,31,1982-07-12,175,73,Italy,Parma,80,80,0,0,CF,Right,3,4,3,Medium/Low,Stocky,Yes,,"#Dribbler, #Crosser",CF,99,,2013-07-01,2016,,,54,78,87,85,28,60,,,,,,,"Finesse Shot, Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",87-1,78-1,53-1,89-1,81-1,86-1,87-1,79-1,84-1,91-1,56-1,52,65,84-1,82,74-1,39-1,60,74,79,31-1,25,79-1,87-1,84-1,,25,25,25,4-1,10-1,6-1,13-1,8-1,75+1,75+1,75+1,81+1,79+1,79+1,79+1,81+1,83+1,83+1,83+1,81+1,76+1,76+1,76+1,81+1,58+1,61+1,61+1,61+1,58+1,49+1,43+1,43+1,43+1,49+1
8473,https://sofifa.com/player/8473/tomas-rosicky/15/157759,T. Rosický,Tomáš  Rosický,33,1980-10-04,178,65,Czech Republic,Arsenal,80,80,0,0,"CAM, RM",Right,2,3,3,High/High,Lean,Yes,,,SUB,7,,2006-05-23,2016,CAM,10,74,70,81,84,43,67,,,,,,,"Injury Prone, Dives Into Tackles (CPU AI Only), Technical Dribbler (CPU AI Only)",77-2,65,46,83,71,84,81,70,80,85,76-7,73-2,82,79,85,76,58,74,61,70,75,49,79,83,74,,32,45,56,14,11,6,11,13,72+0,72+0,72+0,80+0,76+0,76+0,76+0,80+0,80+0,80+0,80+0,80+0,76+0,76+0,76+0,80+0,66+0,67+0,67+0,67+0,66+0,61+0,55+0,55+0,55+0,61+0
20775,https://sofifa.com/player/20775/ricardo-andrade-quaresma-bernardo/15/157759,Quaresma,Ricardo Andrade Quaresma Bernardo,30,1983-09-26,175,74,Portugal,FC Porto,80,80,0,0,"RW, LW",Right,2,4,5,Medium/Low,Normal,No,,#Dribbler,SUB,7,,2014-01-01,2016,,,84,74,77,85,27,64,,,,,,,"Diver, Selfish, Flair, Long Shot Taker (CPU AI Only), Outside Foot Shot, Technical Dribbler (CPU AI Only)",81,66,41,75,80,87,92,78,71,86,85,83,82,74,79,82,63,68,65,84,57,25,71,78,74,,25,25,25,12,14,10,5,15,73+0,73+0,73+0,80+0,77+0,77+0,77+0,80+0,79+0,79+0,79+0,79+0,70+0,70+0,70+0,79+0,57+0,57+0,57+0,57+0,57+0,49+0,43+0,43+0,43+0,49+0
28130,https://sofifa.com/player/28130/ronaldo-de-assis-moreira/15/157759,Ronaldinho,Ronaldo de Assis Moreira,34,1980-03-21,182,80,Brazil,Querétaro,80,80,0,0,CAM,Right,3,4,5,Medium/Low,Normal,Yes,,"#Dribbler, #FK Specialist",CAM,49,,2014-09-06,2016,,,53,72,85,85,29,61,,,,,,,"Finesse Shot, Flair, Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",84,70,51,84-2,82,86,89,87,84-2,91,56,51,73-2,72,72,74-1,64,41,72-2,72,60,25,66,86,86,,25,28,25,7,14,13,6,14,70+1,70+1,70+1,78+1,74+1,74+1,74+1,78+1,79+1,79+1,79+1,78+1,71+1,71+1,71+1,78+1,56+1,60+1,60+1,60+1,56+1,48+1,46+1,46+1,46+1,48+1
45119,https://sofifa.com/player/45119/mikel-arteta-amatriain/15/157759,Mikel Arteta,Mikel Arteta Amatriain,32,1982-03-26,175,64,Spain,Arsenal,80,80,0,0,CDM,Right,3,4,3,Medium/Medium,Normal,Yes,,,SUB,8,,2011-08-31,2015,,,43,72,83,79,74,66,,,,,,,,79,67-4,69,87,76,79-2,82,81,85,83-2,46,41,66,81,83,78,65,67,62,75,73,83,73,80,85,,73-2,72,70-2,14,13,13,10,11,71+1,71+1,71+1,74+1,74+1,74+1,74+1,74+1,78+1,78+1,78+1,76+1,80+1,80+1,80+1,76+1,76+1,79+1,79+1,79+1,76+1,74+1,73+1,73+1,73+1,74+1
50542,https://sofifa.com/player/50542/jermain-defoe/15/157759,J. Defoe,Jermain  Defoe,31,1982-10-07,170,70,England,Toronto FC,80,80,0,0,ST,Right,2,4,3,Medium/Medium,Lean,Yes,,#Clinical Finisher,SUB,18,,2014-02-28,2020,,,84,85,61,78,29,66,,,,,,,"Beat Offside Trap, Selfish, Long Shot Taker (CPU AI Only)",53,87,67,67,82,77,62,67,42,76,83+1,84,83,76,90+2,87,81+7,74+1,62,84,62,25,83,70,67,,23,25,25,6,13,7,9,12,80+0,80+0,80+0,74+0,79+0,79+0,79+0,74+0,77+0,77+0,77+0,70+0,63+0,63+0,63+0,70+0,53+0,52+0,52+0,52+0,53+0,49+0,45+0,45+0,45+0,49+0
52091,https://sofifa.com/player/52091/patrice-evra/15/157759,P. Evra,Patrice Evra,33,1981-05-15,173,76,France,Juventus,80,80,0,0,"LB, LM",Left,3,2,3,High/Medium,Normal,Yes,,,LM,33,,2014-07-21,2016,LB,3,79,51,71,77,79,78,,,,,,,Speed Dribbler (CPU AI Only),79+1,40-1,69-5,76-4,52-1,76,69-1,50-1,70-1,76+1,79+2,79,77+6,80+1,83+8,73-1,88+1,79-5,75-1,48+10,83-3,83+7,65-1,62-2,57-1,,77,81-1,83,3-12,5-10,5-1,5-9,3-4,65+1,65+1,65+1,73+1,67+1,67+1,67+1,73+1,69+1,69+1,69+1,75+1,73+1,73+1,73+1,75+1,79+1,77+1,77+1,77+1,79+1,79+1,79+1,79+1,79+1,79+1
53050,https://sofifa.com/player/53050/emmanuel-adebayor/15/157759,E. Adebayor,Emmanuel Adebayor,30,1984-02-26,191,82,Togo,Tottenham Hotspur,80,80,0,0,ST,Right,3,3,4,Medium/Low,Lean,Yes,,,ST,10,,2012-08-01,2016,,,73,79,67,77,31,77,,,,,,,"Diver, Finesse Shot",57,82,85,77,82,81,68,43,54,77-1,68,77,65,76,52,81,76,70,84,70,69,30,79,74,84,,22,24,25,12,8,11,8,12,79+1,79+1,79+1,73+1,78+1,78+1,78+1,73+1,76+1,76+1,76+1,72+1,66+1,66+1,66+1,72+1,54+1,57+1,57+1,57+1,54+1,51+1,50+1,50+1,50+1,51+1
106213,https://sofifa.com/player/106213/andoni-iraola-sagarna/15/157759,Iraola,Andoni Iraola Sagarna,32,1982-06-22,182,74,Spain,Athletic Club de Bilbao,80,80,0,0,RB,Right,2,3,3,High/Medium,Lean,No,,#Crosser,RB,15,,2002-08-01,2015,,,78,63,75,77,79,79,,,,,,,One Club Player,88+2,58+2,61+2,73+3,46+2,77+2,83+2,63+2,80+2,80+2,79+1,78-2,71,82+2,71+2,72+2,69+2,87+2,78+2,67+2,75+2,81+2,74+2,65+2,62+2,,81+2,80+2,83+2,15,14,8,9,5,70+0,70+0,70+0,77+0,72+0,72+0,72+0,77+0,73+0,73+0,73+0,78+0,76+0,76+0,76+0,78+0,81+0,78+0,78+0,78+0,81+0,80+0,77+0,77+0,77+0,80+0
106231,https://sofifa.com/player/106231/aritz-aduriz-zubeldia/15/157759,Aduriz,Aritz Aduriz Zubeldia,33,1981-02-11,182,78,Spain,Athletic Club de Bilbao,80,80,0,0,ST,Right,2,3,3,Medium/High,Normal,Yes,,#Aerial Threat,ST,20,,2012-07-01,2015,,,67,81,64,71,46,78,,,,,,,"Beat Offside Trap, Power Header",54+2,83+1,93+2,75+3,77,69+2,61+2,54+2,46+2,77+1,65+2,69,61+2,82,57,83+1,94+2,69+1,81+1,77+2,79+2,23+2,83,73+2,75+2,,46+2,44+2,49+2,14,10,9,15,9,80+0,80+0,80+0,71+0,78+0,78+0,78+0,71+0,76+0,76+0,76+0,69+0,66+0,66+0,66+0,69+0,58+0,60+0,60+0,60+0,58+0,59+0,62+0,62+0,62+0,59+0
112316,https://sofifa.com/player/112316/jeremy-mathieu/15/157759,J. Mathieu,Jérémy Mathieu,30,1983-10-29,192,82,France,FC Barcelona,80,80,0,0,"CB, LB, LM",Left,2,2,2,High/Medium,Normal,Yes,,#Strength,LCB,24,,2014-07-23,2018,SUB,21,76,64,66,55,82,81,,,,,,,"Injury Prone, Avoids Using Weaker Foot, Dives Into Tackles (CPU AI Only)",79-2,52,80+13,66,68+8,45-24,79-2,70-4,76-2,65-12,74,78,65,80-1,50+20,80-1,69+18,66,90,77-2,81,85,48-16,42-18,60+1,,81+6,84,77,13,14,10,9,5,66+0,66+0,66+0,64+0,64+0,64+0,64+0,64+0,60+0,60+0,60+0,64+0,65+0,65+0,65+0,64+0,74+0,74+0,74+0,74+0,74+0,78+0,80+0,80+0,80+0,78+0
113422,https://sofifa.com/player/113422/david-villa-sanchez/15/157759,David Villa,David Villa Sánchez,32,1981-12-03,175,69,Spain,Melbourne City FC,80,80,0,0,"ST, LW, LM",Right,3,5,4,High/Medium,Normal,Yes,,,LW,9,,2014-07-01,2017,,,73,83,72,82,32,64,,,,,,,"Beat Offside Trap, Finesse Shot",71-4,84,69-2,74-8,78-5,82-2,83,78,61,84-2,75,72-6,76,82-4,75,80-2,73,62,66-2,81-3,61-6,29,81-5,71-4,92,,22,28,38,8,9,9,11,9,79+1,79+1,79+1,78+1,80+1,80+1,80+1,78+1,79+1,79+1,79+1,75+1,68+1,68+1,68+1,75+1,57+1,56+1,56+1,56+1,57+1,52+1,49+1,49+1,49+1,52+1
115533,https://sofifa.com/player/115533/diego-benaglio/15/157759,D. Benaglio,Diego Orlando Benaglio,30,1983-09-08,194,89,Switzerland,VfL Wolfsburg,80,80,0,0,GK,Right,3,3,1,Medium/Medium,Normal,No,,,GK,1,,2008-01-01,2016,,,,,,,,,84,75,72,83,45,76,,25,25,25,32,25,25,25,25,31,24,42,48,44,80,47,36,73,43,76,25,38,22,25,25,28,,25,25,25,84,75,72,76,83,,,,,,,,,,,,,,,,,,,,,,,,,,
138110,https://sofifa.com/player/138110/bruno-eduardo-regufe-alves/15/157759,Bruno Alves,Bruno Eduardo Regufe Alves,32,1981-11-27,187,83,Portugal,Fenerbahçe SK,80,80,0,0,CB,Right,3,3,2,Medium/High,Lean,No,,,LCB,22,,2013-07-01,2016,LCB,2,64,60,60,64,80,84,,,,,,,Power Header,51,48,80,64,26,59,76,78,64,70,67,62+2,69,75-1,49,81,90+8,75,85,79,89+3,78-2,33,51,68,,80,81-1,76-3,14,12,15,8,14,61+1,61+1,61+1,59+1,63+1,63+1,63+1,59+1,61+1,61+1,61+1,61+1,65+1,65+1,65+1,61+1,71+1,73+1,73+1,73+1,71+1,74+1,79+1,79+1,79+1,74+1
139968,https://sofifa.com/player/139968/vincent-enyeama/15/157759,V. Enyeama,Vincent Enyeama,31,1982-08-29,182,87,Nigeria,LOSC Lille,80,80,0,0,GK,Right,2,3,1,Medium/Medium,Normal,No,,,GK,1,,2011-01-01,2017,,,,,,,,,77,81,80,90,45,79,,25,25,25,39,25,25,25,71,28,23,42,48,51,62,57,35,64,32,71,25,34,21,25,25,75,,25,25,25,77,81+5,80,79,90+2,,,,,,,,,,,,,,,,,,,,,,,,,,
140233,https://sofifa.com/player/140233/guillermo-ochoa/15/157759,G. Ochoa,Francisco Guillermo Ochoa Magaña,28,1985-07-13,185,78,Mexico,Málaga CF,80,80,0,0,GK,Right,3,3,1,Medium/Medium,Lean,Yes,,,SUB,13,,2014-08-01,2017,GK,13,,,,,,,83,68,76,86,49,78,GK Long Throw,25,25,25,26,25,25,25,25,31,28,47,50,65,75,61,24,80-1,34,56,25,25,22,25,25,25,,25,25,25,83-1,68,76,78+4,86+1,,,,,,,,,,,,,,,,,,,,,,,,,,
144622,https://sofifa.com/player/144622/raffael-caetano-de-araujo/15/157759,Raffael,Raffael Caetano de Araújo,29,1985-03-28,174,69,Brazil,Borussia Mönchengladbach,80,80,0,0,"CF, ST, CAM",Right,2,4,4,Medium/Medium,Lean,No,,#Dribbler,LS,11,,2013-07-01,2017,,,74,79,78,85,41,68,,,,,,,"Playmaker (CPU AI Only), Technical Dribbler (CPU AI Only)",73+4,80,62,81+1,74,86+1,80,73,76+6,83+1,77-2,72-3,84,82,86,77,71,77+3,63-1,81,66,53,80,80+1,72,,29,42,31,12,10,5,13,14,78+0,78+0,78+0,80+0,80+0,80+0,80+0,80+0,81+0,81+0,81+0,80+0,76+0,76+0,76+0,80+0,63+0,66+0,66+0,66+0,63+0,58+0,52+0,52+0,52+0,58+0
147782,https://sofifa.com/player/147782/igor-denisov/15/157759,I. Denisov,Igor Denisov,30,1984-05-17,176,70,Russia,Dinamo Moscow,80,80,0,0,CDM,Right,2,3,3,Medium/High,Normal,No,,,RDM,27,,2013-08-15,2016,SUB,28,76,67,75,76,80,75,,,,,,,Injury Free,71,64-3,59,82,64,74,62,54,75,79,75,77+1,78,75,74+2,67,76+1,91,62,77,87,83,69,76,62,,82,84,73,13,7,15,13,12,69+0,69+0,69+0,75+0,72+0,72+0,72+0,75+0,75+0,75+0,75+0,76+0,78+0,78+0,78+0,76+0,79+0,80+0,80+0,80+0,79+0,79+0,76+0,76+0,76+0,79+0
150656,https://sofifa.com/player/150656/rio-antonio-mavuba/15/157759,R. Mavuba,Rio Antonio Zoba Mavuba,30,1984-03-08,172,74,France,LOSC Lille,80,80,0,0,CDM,Right,3,3,2,Medium/High,Lean,Yes,,#Tactician ,CDM,24,,2008-01-01,2015,SUB,12,66,52,75,73,78,77,,,,,,,"Injury Free, Leadership, Team Player",68,42,66,82,38,69,58,62,79,76-3,68,65,74,80,81,68,80-2,87-4,71-1,61,78,86,55,75-2,57,,75,80,78,7,9,8,14,7,61+1,61+1,61+1,69+1,66+1,66+1,66+1,69+1,70+1,70+1,70+1,73+1,76+1,76+1,76+1,73+1,78+1,79+1,79+1,79+1,78+1,78+1,77+1,77+1,77+1,78+1
152554,https://sofifa.com/player/152554/gael-clichy/15/157759,G. Clichy,Gaël Clichy,28,1985-07-26,176,65,France,Manchester City,80,80,0,0,LB,Left,3,4,2,High/Medium,Lean,Yes,,,LB,22,,2011-07-04,2017,,,85,42,70,78,80,68,,,,,,,Speed Dribbler (CPU AI Only),77,33,69,78,58,77,63,37,68,78-2,84-1,85-3,82,83,75,51,75,82,66,42,54,80,64,58,44,,81-1,80-2,83-2,9,10,8,10,5,62+1,62+1,62+1,73+1,64+1,64+1,64+1,73+1,68+1,68+1,68+1,76+1,72+1,72+1,72+1,76+1,80+1,75+1,75+1,75+1,80+1,79+1,76+1,76+1,76+1,79+1
157481,https://sofifa.com/player/157481/raul-albiol-tortajada/15/157759,Raúl Albiol,Raúl Albiol Tortajada,28,1985-09-04,190,82,Spain,Napoli,80,80,0,0,CB,Right,2,3,2,Medium/Medium,Lean,Yes,,,RCB,33,,2013-07-21,2017,,,61,46,60,59,83,76,,,,,,,,43,37,77,71,36,54,53,50,65,66,60,62+2,56+1,80,56+1,65,77+1,62+1,82+1,53+1,79,84,35,59,42,,83,84,80,8-1,6-1,5-1,9-1,8-1,56+0,56+0,56+0,56+0,58+0,58+0,58+0,56+0,59+0,59+0,59+0,59+0,65+0,65+0,65+0,59+0,70+0,74+0,74+0,74+0,70+0,75+0,80+0,80+0,80+0,75+0
157503,https://sofifa.com/player/157503/alexandre-song/15/157759,A. Song,Alexandre Dimitri Song-Billong,26,1987-09-09,185,74,Cameroon,West Ham United,80,80,0,0,"CDM, CM",Right,3,3,3,Medium/Medium,Normal,Yes,,,SUB,30,FC Barcelona,,2015,LCM,6,71,59,70,70,78,83,,,,,,,,62-1,61-2,73,76-8,53,65-11,57,41,74-6,77-2,68,73-2,69-1,80-3,63,68,71,86-1,82-4,42,87,79-7,62,76-7,66,,77-3,81,73-2,8,12,15,11,12,67+1,67+1,67+1,68+1,67+1,67+1,67+1,68+1,70+1,70+1,70+1,72+1,73+1,73+1,73+1,72+1,75+1,79+1,79+1,79+1,75+1,77+1,78+1,78+1,78+1,77+1
158626,https://sofifa.com/player/158626/mathieu-debuchy/15/157759,M. Debuchy,Mathieu Debuchy,28,1985-07-28,178,76,France,Arsenal,80,80,0,0,RB,Right,3,3,3,High/Medium,Normal,Yes,,,SUB,2,,2014-07-17,2017,RB,2,76,65,73,74,78,78,,,,,,,,80,59,75,77,62,72,74,61,73,75-1,77,75,77,76,74,74,80,89,71,68,80,78,67,64,66,,77,81,79,8,9,7,15,10,70+1,70+1,70+1,74+1,71+1,71+1,71+1,74+1,71+1,71+1,71+1,75+1,74+1,74+1,74+1,75+1,78+1,76+1,76+1,76+1,78+1,79+1,77+1,77+1,77+1,79+1
159147,https://sofifa.com/player/159147/loic-perrin/15/157759,L. Perrin,Loïc Perrin,28,1985-08-07,180,76,France,AS Saint-Étienne,80,80,0,0,CB,Right,2,3,2,Medium/Medium,Normal,No,,,SUB,24,,2004-01-01,2016,,,71,64,69,67,83,76,,,,,,,"Injury Prone, Leadership, Team Player",69,60,82+4,74,44,62,53,51,77,74,68,74+4,59,78+3,73,75,77+2,74,76,67,78-2,84+1,56-2,63-6,68,,83+2,84,81+1,6,7,12,11,14,67+0,67+0,67+0,67+0,68+0,68+0,68+0,67+0,67+0,67+0,67+0,69+0,72+0,72+0,72+0,69+0,76+0,77+0,77+0,77+0,76+0,79+0,80+0,80+0,80+0,79+0
163419,https://sofifa.com/player/163419/bacary-sagna/15/157759,B. Sagna,Bacary Sagna,31,1983-02-14,176,72,France,Manchester City,80,80,0,0,RB,Right,3,4,3,Medium/Medium,Normal,Yes,,,SUB,3,,2014-07-01,2017,SUB,15,74,56,71,75,81,78,,,,,,,Early Crosser,75,48,78,78,55,75,65,46,68,74-1,73,75,71,82+1,76,68,90,81,76,61,74,78+1,65,67+5,58,,81,83,84,10,8,6,8,8,67+1,67+1,67+1,72+1,69+1,69+1,69+1,72+1,71+1,71+1,71+1,74+1,74+1,74+1,74+1,74+1,79+1,77+1,77+1,77+1,79+1,79+1,80+1,80+1,80+1,79+1
167905,https://sofifa.com/player/167905/antonio-valencia/15/157759,A. Valencia,Luis Antonio Valencia Mosquera,28,1985-08-04,181,78,Ecuador,Manchester United,80,80,0,0,"RM, RWB",Right,3,2,4,Medium/High,Normal,Yes,,,SUB,25,,2009-06-30,2017,RM,16,85,67,77,79,47,75,,,,,,,"Avoids Using Weaker Foot, Speed Dribbler (CPU AI Only)",83,62,65,78-2,69,81,68-13,65,72,78-2,84-1,86+3,79-2,78-4,74,81,63,82,73,63,73,42,73-4,78-2,69,,42,49,51,15,10,9,6,6,73+1,73+1,73+1,78+1,75+1,75+1,75+1,78+1,76+1,76+1,76+1,79+1,72+1,72+1,72+1,79+1,67+1,66+1,66+1,66+1,67+1,63+1,59+1,59+1,59+1,63+1
171919,https://sofifa.com/player/171919/ronaldo-aparecido-rodrigues/15/157759,Naldo,Ronaldo  Aparecido Rodrigues,31,1982-09-10,198,89,Brazil,VfL Wolfsburg,80,80,0,0,CB,Right,3,4,2,High/Medium,Lean,No,,#Aerial Threat,RCB,25,,2012-07-19,2015,,,73,56,61,57,82,74,,,,,,,"Power Free-Kick, Injury Prone, Power Header",39,32,91+1,73,61,50,59,76+1,61,68,67-2,77-1,55-1,80,42-8,90,47,60,84,75,75,80,53,58,59,,80,84,77,14,10,14,8,14,64+1,64+1,64+1,59+1,65+1,65+1,65+1,59+1,64+1,64+1,64+1,60+1,67+1,67+1,67+1,60+1,70+1,73+1,73+1,73+1,70+1,75+1,79+1,79+1,79+1,75+1
177134,https://sofifa.com/player/177134/demba-ba/15/157759,D. Ba,Demba Ba,29,1985-05-25,189,85,Senegal,Beşiktaş JK,80,80,0,0,ST,Right,2,3,3,High/Medium,Normal,Yes,,#Strength,SUB,9,,2014-07-18,2018,,,77,81,67,77,45,79,,,,,,,Technical Dribbler (CPU AI Only),67,82+1,79,70,79,79+4,71,64,55,77+1,75,78,73,81,55,83,78,75,87,76,63,46,82,68,83,,29,48,45,6,10,15,5,6,80+0,80+0,80+0,75+0,79+0,79+0,79+0,75+0,76+0,76+0,76+0,73+0,69+0,69+0,69+0,73+0,62+0,61+0,61+0,61+0,62+0,59+0,58+0,58+0,58+0,59+0
178007,https://sofifa.com/player/178007/miguel-luis-pinto-veloso/15/157759,Miguel Veloso,Miguel Luís Pinto Veloso,28,1986-05-11,180,78,Portugal,Portugal,80,80,0,0,"CDM, CM",Left,3,4,2,Medium/Medium,Normal,No,,,,,,,,LCM,4,68,72,82,78,75,74,,,,,,,"Long Passer (CPU AI Only), Long Shot Taker (CPU AI Only)",76,64,66,83,69,76,85,83,85,83-1,69,67,73,78-1,75,82,74,75,76,83,70-5,83-1,70,83,72,,70-2,78,75-1,15,6,8,7,14,73+1,73+1,73+1,76+1,76+1,76+1,76+1,76+1,78+1,78+1,78+1,78+1,80+1,80+1,80+1,78+1,77+1,79+1,79+1,79+1,77+1,76+1,75+1,75+1,75+1,76+1
179847,https://sofifa.com/player/179847/federico-fazio/15/157759,F. Fazio,Federico Julián Fazio,27,1987-03-17,195,91,Argentina,Tottenham Hotspur,80,80,0,0,CB,Right,2,3,2,Medium/Medium,Normal,No,,"#Aerial Threat, #Strength",SUB,21,,2014-08-27,2018,,,44,42,60,54,81,82,,,,,,,Power Header,43+1,42+1,84+4,78+4,34+1,47-14,45+1,36+1,70+1,70-1,35-7,52+1,35,79+2,46+1,62+1,61+12,67+1,92+1,25+1,80+1,84+2,43+1,46-14,32+1,,79+2,82+1,76+1,7,8,11,10,13,55+0,55+0,55+0,52+0,54+0,54+0,54+0,52+0,55+0,55+0,55+0,57+0,64+0,64+0,64+0,57+0,69+0,75+0,75+0,75+0,69+0,74+0,80+0,80+0,80+0,74+0
183284,https://sofifa.com/player/183284/aurelien-chedjou/15/157759,A. Chedjou,Aurélien Chedjou,29,1985-06-20,184,86,Cameroon,Galatasaray SK,80,80,0,0,CB,Right,2,3,2,Medium/High,Normal,Yes,,,RCB,21,,2013-07-19,2017,LCB,14,70,60,65,63,79,81,,,,,,,Injury Free,60,55,82-2,75,58,57-2,50,61,72,67,72,69,75,77,58,75,91,72,85-1,59,82,79+2,45,54,56,,79+2,80+4,77+1,5,13,14,12,10,64+0,64+0,64+0,63+0,64+0,64+0,64+0,63+0,63+0,63+0,63+0,65+0,67+0,67+0,67+0,65+0,73+0,75+0,75+0,75+0,73+0,76+0,80+0,80+0,80+0,76+0
188791,https://sofifa.com/player/188791/alberto-costa/15/157759,A. Costa,Alberto Facundo Costa,29,1985-01-09,176,75,Argentina,Spartak Moscow,80,80,0,0,CM,Left,2,2,3,Medium/Medium,Normal,Yes,,,SUB,5,,2013-07-01,2017,,,64,76,83,79,68,75,,,,,,,"Power Free-Kick, Long Shot Taker (CPU AI Only), Playmaker (CPU AI Only)",82,70,71+16,83,64,77,84-5,82-5,87,84,65,64,75,77,79-1,86-5,54,86,70,85-4,77+5,68,70,79,80,,57,76,69,11,15,6,13,6,74+0,74+0,74+0,77+0,77+0,77+0,77+0,77+0,78+0,78+0,78+0,79+0,80+0,80+0,80+0,79+0,75+0,77+0,77+0,77+0,75+0,74+0,70+0,70+0,70+0,74+0
